X;Y
1,388;7,346
0,46;4,779
9,751;6,659
8,241;5,611
8,994;5,079
2,632;3,742
6;5,394
0,152;4,563
9,503;6,604
6,496;6,042
2,748;-2,997
6,202;0,575
1,38;6,705
5,458;6,297
-2,475;3,878
5,054;-0,474
2,441;5,73
6,516;5,023
1,401;6,106
4,463;-2,647
-0,994;2,42
3,58;-0,881
0,567;3,567
7,56;3,31
6,946;-0,863
1,061;5,012
-1,372;6,883
-1,345;7,153
5,784;5,561
7,819;6,223
-0,463;6,528
6,078;6,391
0,336;6,385
9,259;4,924
5,108;-1,719
1,638;4,599
4,388;-3,486
8,383;4,13
-0,349;7,794
1,648;5,094
8,274;4,985
1,581;-1,078
6,026;6,885
1,892;-0,3
0,117;4,908
5,419;-2,373
8,553;8,308
7,675;5,944
8,068;3,423
2,778;-0,161
8,26;4,048
4,557;-1,066
1,626;4,709
8,458;6,421
0,757;4,598
6,658;-0,838
5,734;5,705
2,453;4,376
4,637;-1,636
4,537;0,12
8,839;7,087
1,154;-1,341
10,398;5,732
1,382;7,606
1,201;6,07
1,723;-0,288
-0,248;5,256
2,685;1,547
8,92;6,011
8,353;7,742
8,335;8,574
-0,199;5,645
10,289;7,213
6,784;5,194
0,768;4,136
8,208;7,759
5,592;-0,348
-0,913;3,595
6,244;0,688
1,728;0,642
5,475;1,145
5,069;-1,452
8,043;5,156
8,665;3,41
5,699;0,198
5,283;-0,371
3,277;-2,82
5,227;5,406
2,663;4,719
1,804;3,65
3,773;-1,956
3,854;-1,577
-0,165;4,809
5,936;7,52
2,371;4,58
0,506;6,084
2,056;-1,983
5,362;1,507
9,493;6,358
0,335;7,102
1,457;4,899
4,071;-3,135
2,62;-1,594
4,779;-1,147
3,151;-3,309
1,494;2,544
6,88;4,208
5,513;6,245
5,421;-2,725
2,127;2,982
3,463;-1,373
7,914;3,125
-0,838;4,83
5,024;5,928
4,156;-3,107
1,14;3,502
1,551;5,505
9,745;7,978
9,749;3,686
2,424;4,08
1,888;4,05
2,569;5,686
6,455;4,66
2,085;6,472
6,918;6,145
4,878;-1,207
5,193;1,501
0,328;3,335
6,069;-0,111
9,628;6,823
3,902;0,818
2,894;0,357
-1,597;2,652
2,531;5,221
5,641;5,318
1,322;0,098
7,405;7,906
9,01;4,959
8,997;5,807
7,435;4,971
4,005;1,161
7,265;7,481
-0,289;6,265
8,864;4,63
9,603;6,659
0,518;6,408
8,943;4,105
6,767;5,674
1,488;7,34
1,019;6,179
2,604;-1,408
9,752;6,088
1,827;6,586
7,991;4,167
5,335;-1,518
8,903;5,243
5,971;-2,952
-1,813;4,835
0,486;4,182
7,416;7,073
5,491;-2,907
4,757;1,335
6,438;3,461
6,17;5,987
5,789;1,233
7,566;4,174
5,171;6,439
-0,874;4,407
-0,776;7,305
2,279;3,256
1,079;-0,961
-0,973;4,6
7,735;5,525
-1,256;4,655
-0,073;7,581
2,221;5,99
4,779;1,42
1,693;6,025
8,798;8,005
2,887;0,263
10,261;7,258
5,098;-0,657
1,412;0,494
0,905;2,424
5,179;1,073
1,213;2,429
7,875;3,078
5,099;0,92
0,144;2,663
3,425;1,508
0,79;5,53
2,632;1,558
1,699;0,571
2,735;0,126
3,235;-2,186
8,136;4,489
2,944;5,479
4,597;0,237
0,538;4,952
-1,328;5,896
1,409;-0,639
2,106;5,239
0,563;6,564
-2,17;3,058
7,002;3,629
1,931;3,553
0,587;3,96
4,349;-0,525
3,212;-2,38
-0,268;7,304
6,17;-0,756
7,843;5,845
4,398;-3,73
5,245;0,117
5,331;1,353
2,255;5,752
2,383;5,576
7,115;6,279
6,278;-1,708
8,805;8,323
9,998;5,207
2,674;-0,675
6,295;7,993
5,397;-3,285
4,243;1,335
4,662;1,644
6,288;7,272
1,006;4,899
5,657;-1,012
5,311;7,103
1,193;4,864
7,08;5,488
8,64;3,11
10,38;5,437
8,207;7,691
1,964;0,15
8,217;7,818
7,59;6,128
-1,471;5,087
7,525;8,533
7,023;4,815
5,466;6,773
9,741;7,652
6,787;-1,927
9,848;4,911
6,949;-1,133
0,573;3,995
2,657;4,894
-2,391;4,114
0,889;6,755
10,421;5,833
7,896;4,36
7,466;5,312
-0,025;3,081
2,328;0,647
-0,081;2,986
5,31;1,299
5,076;-0,044
7,835;3,024
-1,38;5,273
5,862;7,616
9,286;5,83
1,5;0,166
9,871;4,977
8,728;8,655
0,527;4,735
1,7;6,447
3,081;-0,074
8,094;4,117
1,33;4,814
2,855;5,478
7,825;8,153
4,243;1,621
7,422;3,227
5,677;5,567
5,583;6,762
5,413;5
0,82;7,14
3,728;-0,104
-1,794;4,114
3,373;-3,37
8,041;8,75
-0,071;3,968
5,765;7,89
5,968;5,459
2,425;4,677
5,8;7,249
9,615;4,986
-1,705;3,204
-0,352;6,3
6,211;5,662
4,214;-2,606
3,936;1,364
3,489;-0,742
9,175;6,015
4,426;0,545
2,608;1,627
-2,118;4,65
5,436;-0,841
4,075;1,012
1,578;3,628
2,881;4,911
5,794;7,481
1,061;4,024
3,875;-3,112
2,343;5,897
4,166;-0,078
3,532;-0,706
1,734;-2,882
8,545;4,158
1,234;2,701
5,532;6,885
5,681;4,691
0,913;7,699
-0,725;4,481
7,821;7,352
8,189;4,513
5,461;0,017
-0,645;6,314
1,095;-0,735
-2,404;3,275
7,318;7,796
2,963;-0,253
0,705;2,749
9,296;5,104
4,443;1,682
10,458;5,1
7,306;4,872
8,788;8,106
5,301;5,766
4,815;-1,379
5,769;6,585
-0,584;5,112
9,76;4,435
5,576;7,118
4,246;1,446
1,937;-0,269
0,642;5,356
5,8;7,964
6,277;-1,645
-0,805;2,136
4,383;1,372
8,919;7,448
10,8;5,205
3,206;-0,707
8,464;8,636
5,764;1,111
6,254;7,236
2,128;6,307
7,737;6,975
10,748;6,399
5,114;-3,148
4,698;1,813
-0,176;3,475
5,683;5,081
2,778;4,259
2,362;4,66
6,961;7,762
5,519;5,461
0,007;7,375
6,014;0,785
0,935;5,943
-0,355;4,748
2,234;5,759
5,625;-3,007
5,5;0,891
0,942;2,887
8,786;6,593
6,595;6,2
4,425;-0,715
2,693;0,405
4,29;-3,582
5,583;1,027
4,585;0,172
9,102;3,909
2,177;3,726
2,139;-1,346
6,233;6,782
-0,839;2,76
4,132;-2,161
6,814;4,69
5,655;-1,72
1,551;3,198
8,571;4,313
4,755;1,104
-0,855;2,643
5,789;-1,988
6,781;-0,026
1,699;-0,16
3,151;0,016
-0,617;7,817
0,041;3,44
2,858;5,591
-0,564;4,468
3,525;-2,452
1,451;-2,413
5,18;6,696
-2,1;4,119
1,514;6,862
1,494;-0,239
1,252;4,387
6,09;4,105
0,043;7,512
3,989;-1,069
1,455;5,292
6,119;8,064
5,871;4,787
9,223;6,187
-1,683;5,463
6,998;4,773
0,677;5,407
2,885;1,398
0,433;7,202
6,75;5,69
0,918;3,98
7,185;4,624
9,764;3,653
1,591;-0,699
5,387;4,659
-1,303;4,224
5,828;7,401
1,378;-2,184
1,744;4,655
-0,043;4,061
-2,597;5,663
2,693;4,987
8,432;4,521
4,443;0,916
3,33;-3,158
2,689;0,436
5,437;-2,472
5,587;6,337
6,997;8,369
3,029;1,712
4,732;-0,756
4,557;1,635
0,871;7,789
8,071;7,052
2,747;-1,107
3,73;-0,524
5,997;1,108
7,084;4,842
1,615;-0,903
0,53;4,407
1,376;4,149
0,123;5,623
5,199;-0,581
6,254;7,285
6,06;7,313
3,948;-0,311
6,617;3,765
1,511;3,039
7,464;5,744
-1,752;4,997
4,595;0,561
1,089;7,441
2,42;6,022
1,873;-0,15
7,089;4,113
6,067;4,89
4,797;0,747
6,802;5,117
-0,689;4,549
6,009;0,723
0,449;7,422
6,465;4,43
2,841;0,122
3,03;0,424
5,949;1,14
8,553;7,62
1,447;4,154
5,483;0,986
7,092;5,794
1,106;2,327
0,299;3,25
5,572;5,261
6,79;4,741
-0,702;3,346
-0,353;3,342
-0,532;7,624
8,173;8,242
-1,389;6,745
6,871;5,235
0,044;2,404
-2,73;5,468
5,202;-0,782
9,459;5,142
5,898;-0,118
0,269;5,413
5,788;-2,103
2,959;0,143
10,058;6,068
2,269;0,597
1,748;5,857
6,235;0,417
10,178;7,851
-1,027;3,806
4,922;-1,904
-0,547;5,852
3,786;-3,818
3,511;0,446
2,493;-0,902
6,544;5,625
4,525;0,692
0,91;5,861
-2,397;3,235
9,295;6,651
2,703;4,855
8,758;3,464
4,355;1,207
1,987;3,288
6,687;3,339
0,085;2,232
6,126;3,821
0,389;6,398
4,195;-3,937
5,467;-2,235
8,453;8,305
1,801;3,483
-0,118;4,646
2,55;0,302
4,373;-1,029
4,252;-2,704
6,186;0,341
-0,35;2,537
5,39;5,606
-0,716;2,826
0,786;7,783
0,59;2,075
3,586;-3,42
1,679;5,872
5,333;-3,227
6,283;6,247
6,965;5,032
-0,954;4,024
9,226;4,488
5,923;6,262
8,34;3,49
6,694;3,729
2,628;1,377
2,012;4,193
-1,31;7,279
9,761;6,622
5,605;-0,256
5,677;7,5
-2,004;6,578
5,413;5,174
-1,683;5,547
-0,525;6,161
1,599;3,528
10,594;7,329
1,558;6,08
1,849;4,057
0,499;2,445
0,362;4,907
3,919;-2,757
6,075;5,877
3,94;-2,716
4,822;0,311
4,05;0,305
1,544;0,062
0,209;3,602
9,888;4,692
4,351;0,606
1,544;-2,449
1,595;7,253
3,278;-1,5
0,969;5,575
6,128;4,819
5,518;-0,654
-0,803;4,304
10,113;7,565
0,606;5,149
-1,429;7,014
7,909;3,73
0,23;6,816
2,454;-2,579
0,099;5,119
6,472;5,403
6,997;6,778
0,42;7,143
9,734;3,647
5,844;-3,342
9,693;6,64
7,383;4,14
4,226;-0,48
5,477;5,195
8,211;4,216
4,155;-2,499
2,889;0,074
4,119;-0,187
10,194;6,968
4,91;0,22
1,892;5,896
3,505;0,024
6,76;4,269
10,598;7,127
10,036;5,829
0,311;2,238
0,942;2,72
10,317;4,22
5,668;5,483
5,755;6,819
2,112;-1,477
1,543;-0,786
0,141;4,371
1,112;4,784
4,779;-1,024
5,38;6,929
8,545;3,828
9,159;7,346
5,509;-0,918
1,522;-2,436
6,663;4,021
2,504;-1,618
5,895;6,739
2,766;4,945
5,052;6,283
10,003;4,509
-1,507;6,541
0,965;4,285
-1,93;4,538
4,188;1,296
3,081;1,327
5,531;1,223
10,163;5,291
-0,36;4,77
5,761;4,169
5,409;-3,238
-1,454;6,981
4,8;0,023
0,153;2,663
5,606;7,414
4,122;-3,214
3,182;-0,406
-1,819;4,357
4,704;-1,473
4,596;-3,601
6,448;3,741
3,24;1,372
0,812;3,326
9,435;3,931
-1,215;3,711
-1,954;7,212
8,968;6,946
2,349;5,793
3,627;-1,922
-2,082;6,852
0,335;3,769
5,271;0,183
4,083;-1,479
2,388;6,246
5,505;-0,76
-0,092;3,32
2,12;6,163
6,985;7,131
4,117;0,544
6,993;5,164
6,38;6,007
7,627;5,64
-1,766;4,431
2,223;-2,878
7,55;8,531
-1,242;2,722
8,566;5,395
6,148;0,5
-1,694;6,346
0,085;7,02
1,504;6,736
3,459;0,511
2,697;4,623
6,024;4,566
6,53;5,361
-1,034;5,845
1,428;-0,302
7,067;4,424
5,369;6,801
6,645;4,151
5,876;0,305
5,169;-0,31
6,879;8,611
0,474;6,903
1,799;6,203
0,775;4,231
-0,396;7,835
5,448;-0,541
5,076;-0,369
2,736;-0,621
1,137;6,758
4,412;1,051
9,808;4,361
4,302;-3,089
5,534;6,894
8,302;4,972
7,793;5,801
5,7;4,921
8,446;5,82
0,378;3,741
8,006;7,512
3,556;1,883
3,881;0,842
-0,234;2,5
-0,873;2,791
9,987;7,079
6,675;6,636
-2,63;5,307
0,872;6,174
-0,302;7,788
5,061;1,127
1,979;4,069
0,018;2,933
6,871;5,405
5,107;6,241
7,494;6,784
9,454;4,012
-1,016;6,939
-1,193;4,5
9,909;4,723
6,777;6,07
8,815;6,923
4,488;-2,4
4,766;-3,766
9,787;5,693
1,886;5,252
7,822;6,84
1,598;4,551
1,266;-0,001
5,904;5,817
5,92;6,221
2,295;6,849
3,989;1,384
6,004;-1,402
0,095;3,528
8,749;4,602
3,573;-1,72
0,629;2,662
3,779;-2,92
2,055;3,975
6,695;3,741
3,048;0,51
6,937;6,992
1,785;4,904
4,006;1,645
1,79;0,311
-0,063;2,929
0,813;4,497
-0,216;7,739
3,118;-1,502
0,152;7,204
7,793;5,667
7,792;3,422
-0,679;3,525
5,333;0,332
-0,655;4,248
0,665;3,603
6,714;5,883
3,233;0,144
5,414;-1,457
5,617;0,298
5,834;-2,934
6,584;-0,062
7,274;6,38
1,193;4,745
8,964;4,935
6,461;-0,475
9,085;4,131
7,082;5,745
3,216;1,576
1,857;6,165
1,966;2,983
1,177;5,215
-1,901;5,615
8,821;5,721
-0,851;5,677
5,402;5,453
7,167;5,229
2,846;-0,391
6,49;4,816
1,182;7,278
5,644;7,561
5,601;1,299
0,551;3,953
6,644;6,924
5,817;0,773
5,071;-0,923
7,147;5,545
1,238;3,739
1,44;3,451
2,905;1,629
8,388;3,222
2,388;-0,69
9,732;6,827
10,39;7,452
1,144;4,815
4,101;0,58
9,065;5,73
0,503;4,822
3,871;0,768
0,04;3,583
8,414;7,335
7,689;8,393
-1,592;2,646
4,241;-3,774
3,443;-0,044
6,716;4,522
7,624;4,063
5,506;6,756
5,338;7,278
-1,799;4,982
4,735;0,049
9,444;5,925
6,042;4,759
3,238;-0,297
-2,317;6,211
1,141;2,523
1,747;0,146
-0,253;2,417
2,125;-1,955
6,409;5,609
5,636;0,715
-1,438;7,409
10,365;6,219
8,226;3,516
8,501;6,136
5,331;-1,137
-0,569;5,172
1,303;4,754
10,232;6,434
1,586;5,756
10,322;4,888
6,651;-0,916
8,293;3,784
-1,067;4,493
6,946;7,673
-1,564;6,674
6,063;-0,154
6,227;5,739
-0,419;3,04
0,76;7,728
0,156;4,493
2,138;7,031
6,109;-0,782
1,272;3,301
6,837;6,995
2,924;1,167
6,756;7,559
8,031;3,858
1,923;3,287
3,191;-3,334
9,862;4,726
3,824;-2,923
5,984;1,217
3,275;-0,632
1,921;6,38
2,443;4,158
1,375;-0,544
-1,354;6,513
9,227;4,639
2,916;5,505
2,332;5,178
4,003;1,248
7,935;6,122
7,661;5,056
4,866;-1,835
6,39;-2,522
6,191;0,772
6,769;7,054
7,297;5,378
1,08;7,38
1,84;6,499
10,765;6,461
5,905;-0,311
6,466;8,094
10,074;5,922
9,396;5,997
6,833;5,786
6,123;4,587
1,738;2,95
3,095;-2,321
7,744;5,316
6,737;-0,481
1,609;4,582
0,646;5,282
1,101;3,545
7,035;4,974
6,56;-0,651
1,57;-0,801
2,929;-0,686
4,561;-1,893
2,731;-1,767
5,27;1,258
2,287;-0,884
9,537;5,621
0,921;7,481
1,696;-0,018
5,689;6,587
2,441;5,076
-0,84;2,605
5,225;0,159
2,572;6,369
4,205;-1,983
-0,382;3,652
1,806;-1,329
3,73;-0,001
1,562;6,29
6,637;7,986
2,386;5,083
10,175;4,663
0,812;7,006
7,065;6,794
6,5;3,609
1,039;7,417
3,72;1,793
5,553;7,383
4,558;0,137
3,877;1,843
-1,208;5,29
3,09;-1,878
7,846;7,704
3,547;-2,456
4,739;-0,95
4,234;-1,521
5,07;6,382
-2,368;4,46
6,099;5,641
3,852;-3,282
4,247;1,897
0,197;2,388
2,118;6,927
-2,436;6,053
5,438;7,269
5,478;6,101
2,054;3,507
5,032;1,432
3,183;-3,548
1,916;-0,791
1,198;4,79
8,63;4,58
2,768;0,636
4,616;1,386
4,773;-1,358
5,8;5,123
2,905;5,192
2,939;-1,558
9,832;4,252
1,737;5,047
-2,204;4,04
3,211;0,523
2,893;-3,616
1,604;0,345
2,054;-0,662
5,938;7,5
6,069;6,761
0,075;2,98
2,346;-2,03
2,23;5,26
1,533;6,396
-2,773;4,437
5,291;6,12
9,018;4,551
1,756;0,85
3,261;-0,376
9,514;8,068
7,443;8,566
8,423;4,538
1,4;6,027
-0,76;2,504
7,235;7,535
1,935;4,072
2,461;-0,052
0,845;6,189
3,964;0,446
8,074;8,962
-0,205;2,384
5,114;5,339
8,521;4,53
-1,459;3,971
2,15;-2,824
6,784;3,46
5,564;5,813
6,266;7,292
3,11;-0,386
4,08;-1,902
1,964;1,037
9,87;5,187
-1,251;5,838
-2,697;5,174
-0,371;6,313
8,441;4,439
2,226;-0,864
0,82;4
6,235;6,895
8,727;7,272
5,534;-1,068
2,037;0,956
6,169;0,542
8,325;4,779
5,497;-0,797
-0,103;3,923
0,929;6,291
2,268;6,48
8,857;8,729
3,177;-0,996
2,905;5,52
5,501;-1,898
3,004;-0,445
-1,621;5,597
3,966;1,886
9,168;4,763
2,733;0,597
1,632;5,565
6,745;5,981
3,275;-0,907
1,98;0,989
1,018;3,691
-0,008;6,72
4,799;-1,705
5,315;-2,296
9,852;6,921
6,859;5,816
10,055;5,718
2,008;6,195
5,78;0,288
7,171;8,794
2,338;3,874
4,444;1,277
6,017;-0,473
6,403;6,459
7,563;5,851
-0,53;7,29
9,162;5,547
6,309;6,321
6,59;7,267
2,862;-1,84
7,238;8,837
2,131;6,218
2,813;-1,699
1,211;3,854
1,656;6,374
5,513;-2,707
1,451;3,151
0,639;4,576
3,026;-1,144
5,546;1,286
4,937;1,717
-0,019;3,44
6,613;8,423
-1,948;5,071
1,075;4,868
0,416;3,695
-0,97;5,308
2,007;3,599
5,633;7,434
0,801;7,876
2,313;4,457
-0,046;5,11
9,445;4,93
3,472;-2,574
5,964;-0,075
3,659;-1,875
2,599;5,005
3,636;1,274
7,896;8,37
-2,925;5,389
7,727;6,476
1,891;0,251
2,768;4,376
4,474;0,239
6,905;5,676
6,835;3,337
5,221;-3,179
3,496;0,635
0,809;7,028
3,685;-2,977
2,238;0,39
2,23;-2,368
0,037;6,325
2,663;0,789
1,792;6,735
0,867;2,397
6,403;4,44
3,318;-2,108
7,295;8,403
-0,783;4,686
3,747;1,617
6,563;8,583
4,542;-2,126
5,908;-2,83
1,09;3,994
7,396;6,911
0,381;3,652
9,854;6,936
9,206;4,285
5,443;1,105
-0,176;6,603
5,441;0,254
3,988;0,042
-2,409;4,035
2,805;-2,784
7,065;5,961
1,199;-1,058
-1,576;4,645
2,728;3,885
-1,721;4,521
8,188;4,81
0,198;7,151
2,728;4,142
2,719;0,097
4,823;-3,154
2,427;-0,566
8,104;4,943
5,544;0,001
7,34;4,233
3,37;1,734
4,853;0,402
4,343;0,724
6,203;5,86
6,629;7,742
7,908;3,719
2,264;-1
10,733;6,202
8,686;6,337
2,007;-0,262
7,455;5,558
0,945;5,814
2,489;5,925
2,443;6,458
5,866;4,389
1,406;5,969
4,826;-3,026
3,317;-0,431
1,121;4,201
-0,562;4,712
5,032;-1,219
5,758;5,011
-1,902;5,874
6,303;5,03
3,171;-2,653
1,446;4,561
0,037;4,141
0,435;3,334
2,156;1,173
1,614;3,387
4,406;0,706
4,997;0,957
8,859;8,074
7,426;6,919
2,707;0,477
7,943;6,444
9,404;6,4
1,409;5,83
1,451;4,185
8,116;6,039
9,067;6,632
0,161;6,026
4,714;-3,121
2,727;-0,469
7,327;5,533
6,128;7,75
5,455;-1,013
-1,269;5,662
0,238;6,483
5,735;0,966
0,935;7,483
4,776;-2,918
6,685;5,221
0,246;6,862
6,82;-1,637
9,844;3,66
1,882;6,364
6,368;5,871
6,628;4,434
1,722;-2,463
10,734;6,946
4,156;0,258
1,523;3,649
-2,184;5,464
1,614;6,525
1,728;0,404
6,797;5,583
5,895;-1,012
6,585;3,537
9,993;5,108
-0,641;7,655
6,476;8,228
3,233;-0,125
2,487;-1,581
2,573;-3,121
9,773;6,397
9,038;3,655
5,267;-2,782
6,167;6,088
5,921;0,881
6,01;6,651
7,851;4,187
2,356;-3,164
-0,282;3,183
0,958;4,837
4,108;-0,157
7,504;6,378
-0,767;7,647
6,959;6,712
3,017;0,958
-1,086;3,78
1,632;6,142
-0,968;2,991
2,372;4,669
6,264;6,779
4,818;-0,99
7,159;5,999
-1,539;3,119
1,487;5,723
10,332;4,352
2,266;-2,985
9,509;5,6
8,347;3,175
5,319;-0,338
1,413;3,504
8,628;4,117
-2,252;5,728
6,337;-0,876
3,755;1,607
3,204;-2,168
3,352;-0,445
10,13;6,337
-0,037;6,545
1,629;4,005
1,052;4,57
9,133;4,589
7,08;4,936
0,141;2,352
5,935;-0,04
4,858;1,697
-0,567;4,521
3,047;1,69
7,014;6,689
1,285;3,24
4,473;0,479
6,495;6,702
2,051;5,386
7,218;7,622
5,9;-3,243
0,079;4,402
5,397;-0,891
2,431;6,32
6,65;0,023
-0,172;6,385
2,414;-0,639
3,836;-1,844
2,442;4,954
0,857;3,857
5,849;4,773
8,337;6,701
0,848;4,65
10,497;6,466
-0,381;6,241
6,022;-2,108
6,278;3,624
6,605;0,032
-0,212;6,299
4,586;-1,257
1,653;5,563
6,539;6,332
5,902;-1,476
3,117;0,506
4,288;-1,134
2,087;-0,358
6,296;6,832
5,64;4,954
0,111;2,546
0,854;3,474
-0,714;3,934
1,938;5,301
6,795;4,351
1,642;4,37
4,071;1,581
0,548;5,9
-1,216;6,507
1,083;5,84
0,547;4,806
7,154;5,51
5,485;7,194
5,921;6,944
10,682;5,207
10,167;7,52
8,624;8,706
4,934;-0,814
4,267;-1,295
6,685;0,073
6,728;8,101
0,077;5,512
6,87;-0,702
4,081;1,411
5,318;-3,307
1,545;4,849
6,004;0,222
2,797;-2,128
0,128;3,719
7,945;4,263
1,853;0,226
5,693;0,839
6,596;6,089
3,279;0,162
2,373;4,336
-0,323;4,405
0,179;3,363
0,682;3,926
9,772;6,969
3,957;1,111
4,479;-2,292
4,253;0,563
0,891;4,407
0,937;2,812
6,763;8,21
7,068;4,946
-1,271;5,605
-0,929;5,886
4,236;-0,697
7,307;6,063
8,574;4,416
8,283;4,629
5,096;-0,62
2,573;-0,205
3,932;-1,911
4,614;0,401
0,076;3,992
9,357;6,541
7,683;6,331
1,195;5,321
7,942;6,556
3,577;-3,339
4,415;0,956
9,47;6,891
10,402;5,641
2,193;5,405
-1,301;3,719
4,813;1,761
1,45;6,625
-2,274;3,14
1,477;3,921
-2,535;4,315
1,001;4,687
-0,772;2,114
6,153;-0,861
5,473;-0,254
7,77;8,623
2,552;5,976
5,545;1,053
8,486;8,723
5,728;5,982
3,498;-3,404
1,178;5,851
9,911;5,835
1,759;3,522
10,211;4,822
0,036;5,324
-0,66;4,305
7,226;5,516
2,955;-2,684
4,384;-3,086
1,816;6,779
1,27;-0,129
4,536;1,134
0,428;2,517
5,734;4,515
0,722;7,537
7,32;3,865
5,857;7,591
3,677;-0,545
1,137;5,252
3,59;1,285
1,369;4,3
4,841;1,132
10,707;7,233
4,792;0,203
2,306;3,409
5,397;7,03
3,765;0,117
-1,38;2,803
4,126;-0,706
5,856;6,434
1,978;5,632
6,943;8,726
6,133;-1,5
8,818;5,47
3,995;-1,924
8,676;4,343
-0,536;2,134
8,334;3,638
0,548;2,774
3,087;-2,656
4,85;1,591
2,915;4,965
2,279;4,278
-1,919;6,186
3,37;-2,018
3,353;-0,027
4,702;0,081
0,873;4,23
6,448;5,265
-2,049;6,387
10,569;6,278
-0,251;2,503
9,221;7,523
4,712;-2,267
5,17;6,283
7,905;7,662
2,704;5,678
1,179;7,722
3,865;-0,489
1,542;3,373
-2,475;5,327
10,209;6,911
3,554;1,824
2,482;-1,647
0,11;5,214
5,402;-0,948
6,872;6,331
7,881;4,7
9,32;7,433
7,752;7,61
-1,308;5,531
9,219;4,164
2,528;-0,298
1,553;2,508
-0,029;5,221
6,764;-2,13
8,031;4,109
4,934;-1,144
9,405;5,073
1,979;4,718
4,342;1,325
0,168;4,49
8,022;7,361
0,427;3,146
5,856;-0,964
1,026;3,998
5,249;-2,279
5,493;4,79
7,429;4,023
-0,136;5,582
2,524;6,02
6,403;3,495
8,713;4,966
1,269;-1,301
5,091;6,054
4,641;0,141
2,651;0,201
1,12;2,411
4,367;1,308
-0,371;3,373
0,164;4,328
4,388;1,346
5,31;1,197
9,782;4,432
2,865;5,59
7,188;6,526
4,281;0,196
3,46;-0,997
2,772;4,921
0,283;6,793
1,286;7,156
6,586;5,426
4,147;-0,411
5,554;0,321
5,339;1,026
1,328;4,391
-0,997;7,404
7,037;4,464
4,234;-2,513
-0,907;4,605
4,87;-0,152
4,365;1,392
5,076;5,38
7,72;3,796
0,383;5,596
6,794;7,45
9,679;6,398
-0,511;3,479
2,308;6,543
5,865;4,318
-2,388;4,816
5,493;6,637
2,159;5,353
0,902;5,887
8,443;4,041
0,075;5,277
-0,096;6,058
5,91;-1,384
2,601;0,671
-0,361;5,778
7,805;6,691
2,113;6,23
